World_bank_income_group,Region,Country,ISO3,Income_Quantiles,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Dairy,NA,Percentage,2021,15_07_2021,22_08_2021,41.06,33.1,49.27
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Dark green leafy vegetables,DQQ6,Percentage,2021,15_07_2021,22_08_2021,53.01,47.83,58.16
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,15_07_2021,22_08_2021,49.12,40.05,58.21
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,15_07_2021,22_08_2021,53.48,42.1,64.68
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,15_07_2021,22_08_2021,53.44,42.62,64.09
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,15_07_2021,22_08_2021,52.93,43.64,62.12
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Dark green leafy vegetables,DQQ6,Percentage,2021,15_07_2021,22_08_2021,55.98,48.42,63.4
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Deep fried foods,DQQ24,Percentage,2021,15_07_2021,22_08_2021,28.23,23.58,33.13
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Deep fried foods,DQQ24,Percentage,2021,15_07_2021,22_08_2021,29.23,20.11,39.29
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Deep fried foods,DQQ24,Percentage,2021,15_07_2021,22_08_2021,26.74,17.55,37.07
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Deep fried foods,DQQ24,Percentage,2021,15_07_2021,22_08_2021,28.46,19.32,38.59
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Deep fried foods,DQQ24,Percentage,2021,15_07_2021,22_08_2021,30.74,23.22,38.83
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Deep fried foods,DQQ24,Percentage,2021,15_07_2021,22_08_2021,26.06,19.91,32.72
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Eggs,DQQ13,Percentage,2021,15_07_2021,22_08_2021,17.28,13.98,20.85
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Eggs,DQQ13,Percentage,2021,15_07_2021,22_08_2021,12.48,7.34,18.76
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Eggs,DQQ13,Percentage,2021,15_07_2021,22_08_2021,18.3,10.74,27.34
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Eggs,DQQ13,Percentage,2021,15_07_2021,22_08_2021,14.99,8.64,22.72
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Eggs,DQQ13,Percentage,2021,15_07_2021,22_08_2021,19.78,13.88,26.45
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Eggs,DQQ13,Percentage,2021,15_07_2021,22_08_2021,20.8,15.77,26.32
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Fast food,DQQ29,Percentage,2021,15_07_2021,22_08_2021,2.29,1.35,3.48
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Fast food,DQQ29,Percentage,2021,15_07_2021,22_08_2021,2.81,0.42,7.21
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Fast food,DQQ29,Percentage,2021,15_07_2021,22_08_2021,0.54,0.03,1.66
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Fast food,DQQ29,Percentage,2021,15_07_2021,22_08_2021,1.75,0.13,5.14
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Fast food,DQQ29,Percentage,2021,15_07_2021,22_08_2021,2.3,0.58,5.13
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Fast food,DQQ29,Percentage,2021,15_07_2021,22_08_2021,4.03,2.1,6.56
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Fish or seafood,DQQ20,Percentage,2021,15_07_2021,22_08_2021,42.16,36.5,47.93
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Fish or seafood,DQQ20,Percentage,2021,15_07_2021,22_08_2021,46.31,33.63,59.23
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Fish or seafood,DQQ20,Percentage,2021,15_07_2021,22_08_2021,38.09,25.99,50.99
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Fish or seafood,DQQ20,Percentage,2021,15_07_2021,22_08_2021,29.69,22.07,37.93
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Fish or seafood,DQQ20,Percentage,2021,15_07_2021,22_08_2021,40.87,32.09,49.95
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Fish or seafood,DQQ20,Percentage,2021,15_07_2021,22_08_2021,55.67,44.82,66.26
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Foods made from grains,DQQ1,Percentage,2021,15_07_2021,22_08_2021,80.9,76.52,84.92
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Foods made from grains,DQQ1,Percentage,2021,15_07_2021,22_08_2021,86.61,78.99,92.72
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Foods made from grains,DQQ1,Percentage,2021,15_07_2021,22_08_2021,80.46,71.4,88.15
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Foods made from grains,DQQ1,Percentage,2021,15_07_2021,22_08_2021,80.86,72.53,87.99
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Foods made from grains,DQQ1,Percentage,2021,15_07_2021,22_08_2021,74.8,64.35,83.97
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Foods made from grains,DQQ1,Percentage,2021,15_07_2021,22_08_2021,81.7,74.26,88.11
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Fruit juice and fruit drinks,DQQ27,Percentage,2021,15_07_2021,22_08_2021,11.74,8.02,16.06
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,15_07_2021,22_08_2021,9.8,3.63,18.54
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,15_07_2021,22_08_2021,9.94,4.21,17.75
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,15_07_2021,22_08_2021,10.59,5.31,17.4
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,15_07_2021,22_08_2021,17.51,9.99,26.6
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2021,15_07_2021,22_08_2021,10.93,6,17.09
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Instant noodles,DQQ23,Percentage,2021,15_07_2021,22_08_2021,23,19.09,27.16
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Instant noodles,DQQ23,Percentage,2021,15_07_2021,22_08_2021,19.69,11.35,29.64
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Instant noodles,DQQ23,Percentage,2021,15_07_2021,22_08_2021,23.81,16.71,31.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Instant noodles,DQQ23,Percentage,2021,15_07_2021,22_08_2021,16.58,10.29,24.01
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Instant noodles,DQQ23,Percentage,2021,15_07_2021,22_08_2021,28.83,20.05,38.5
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Instant noodles,DQQ23,Percentage,2021,15_07_2021,22_08_2021,26.11,20.63,32
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,MDD-W,NA,Percentage,2021,15_07_2021,22_08_2021,48,42.12,53.9
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,MDD-W,NA,Percentage,2021,15_07_2021,22_08_2021,48.4,33.91,63.04
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,MDD-W,NA,Percentage,2021,15_07_2021,22_08_2021,35.46,24.08,47.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,MDD-W,NA,Percentage,2021,15_07_2021,22_08_2021,57.25,44.17,69.84
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,MDD-W,NA,Percentage,2021,15_07_2021,22_08_2021,49.9,35.6,64.2
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,MDD-W,NA,Percentage,2021,15_07_2021,22_08_2021,51.77,36.62,66.75
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,"Meat, poultry, or fish",NA,Percentage,2021,15_07_2021,22_08_2021,72.8,67.63,77.69
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,"Meat, poultry, or fish",NA,Percentage,2021,15_07_2021,22_08_2021,77.69,68.01,86.05
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,"Meat, poultry, or fish",NA,Percentage,2021,15_07_2021,22_08_2021,61.63,49.7,72.9
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,"Meat, poultry, or fish",NA,Percentage,2021,15_07_2021,22_08_2021,64.13,53.73,73.9
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,"Meat, poultry, or fish",NA,Percentage,2021,15_07_2021,22_08_2021,75.54,66.16,83.83
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,"Meat, poultry, or fish",NA,Percentage,2021,15_07_2021,22_08_2021,84.94,77.22,91.3
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Milk,DQQ25,Percentage,2021,15_07_2021,22_08_2021,25.06,21.01,29.34
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Milk,DQQ25,Percentage,2021,15_07_2021,22_08_2021,26.85,18.51,36.11
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Milk,DQQ25,Percentage,2021,15_07_2021,22_08_2021,20.07,10.73,31.44
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Milk,DQQ25,Percentage,2021,15_07_2021,22_08_2021,17.31,10.52,25.38
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Milk,DQQ25,Percentage,2021,15_07_2021,22_08_2021,26.33,18.98,34.42
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Milk,DQQ25,Percentage,2021,15_07_2021,22_08_2021,34.64,27.09,42.6
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Nuts or seeds,DQQ21,Percentage,2021,15_07_2021,22_08_2021,29.66,24.89,34.65
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Nuts or seeds,DQQ21,Percentage,2021,15_07_2021,22_08_2021,43.93,31.57,56.68
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Nuts or seeds,DQQ21,Percentage,2021,15_07_2021,22_08_2021,21.84,14.26,30.53
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Nuts or seeds,DQQ21,Percentage,2021,15_07_2021,22_08_2021,21.88,14.86,29.81
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Nuts or seeds,DQQ21,Percentage,2021,15_07_2021,22_08_2021,31.88,24.02,40.29
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Nuts or seeds,DQQ21,Percentage,2021,15_07_2021,22_08_2021,28.87,21.71,36.6
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Other fruits,DQQ10,Percentage,2021,15_07_2021,22_08_2021,32.81,27.4,38.47
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Other fruits,DQQ10,Percentage,2021,15_07_2021,22_08_2021,33.25,23.88,43.35
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Other fruits,DQQ10,Percentage,2021,15_07_2021,22_08_2021,32.61,21.02,45.39
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Other fruits,DQQ10,Percentage,2021,15_07_2021,22_08_2021,37.97,27.84,48.67
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Other fruits,DQQ10,Percentage,2021,15_07_2021,22_08_2021,28.86,20.39,38.14
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Other fruits,DQQ10,Percentage,2021,15_07_2021,22_08_2021,31.35,23.49,39.78
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Other sweets,DQQ12,Percentage,2021,15_07_2021,22_08_2021,13.6,10.83,16.62
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Other sweets,DQQ12,Percentage,2021,15_07_2021,22_08_2021,12.52,8.21,17.58
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Other sweets,DQQ12,Percentage,2021,15_07_2021,22_08_2021,14.49,8.83,21.28
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Other sweets,DQQ12,Percentage,2021,15_07_2021,22_08_2021,12.16,6.16,19.84
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Other sweets,DQQ12,Percentage,2021,15_07_2021,22_08_2021,13.66,7.66,21.07
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Other sweets,DQQ12,Percentage,2021,15_07_2021,22_08_2021,15.12,9.37,21.94
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Other vegetables,DQQ7,Percentage,2021,15_07_2021,22_08_2021,48,41.8,54.23
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Other vegetables,DQQ7,Percentage,2021,15_07_2021,22_08_2021,35.02,25.27,45.45
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Other vegetables,DQQ7,Percentage,2021,15_07_2021,22_08_2021,47.76,35.97,59.68
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Other vegetables,DQQ7,Percentage,2021,15_07_2021,22_08_2021,48.48,37.29,59.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Other vegetables,DQQ7,Percentage,2021,15_07_2021,22_08_2021,49.93,40.71,59.15
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Other vegetables,DQQ7,Percentage,2021,15_07_2021,22_08_2021,58.66,50.56,66.52
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,15_07_2021,22_08_2021,8.79,6.14,11.87
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,15_07_2021,22_08_2021,10.31,3.51,20.13
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,15_07_2021,22_08_2021,9.82,4.12,17.6
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,15_07_2021,22_08_2021,6.64,2.23,13.17
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,15_07_2021,22_08_2021,9.03,3.82,16.16
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,15_07_2021,22_08_2021,8.18,3.83,13.97
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Poultry,DQQ19,Percentage,2021,15_07_2021,22_08_2021,13.84,10.68,17.34
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Poultry,DQQ19,Percentage,2021,15_07_2021,22_08_2021,13.8,6.98,22.48
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Poultry,DQQ19,Percentage,2021,15_07_2021,22_08_2021,11.19,5.16,19.15
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Poultry,DQQ19,Percentage,2021,15_07_2021,22_08_2021,9.43,4.8,15.4
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Poultry,DQQ19,Percentage,2021,15_07_2021,22_08_2021,15.33,8.52,23.71
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Poultry,DQQ19,Percentage,2021,15_07_2021,22_08_2021,19.4,12.34,27.61
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Processed meats,DQQ16,Percentage,2021,15_07_2021,22_08_2021,7.16,4.87,9.86
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Processed meats,DQQ16,Percentage,2021,15_07_2021,22_08_2021,10.3,4.72,17.73
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Processed meats,DQQ16,Percentage,2021,15_07_2021,22_08_2021,6.76,2.53,12.83
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Processed meats,DQQ16,Percentage,2021,15_07_2021,22_08_2021,5.93,2.51,10.68
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Processed meats,DQQ16,Percentage,2021,15_07_2021,22_08_2021,8.24,4.27,13.37
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Processed meats,DQQ16,Percentage,2021,15_07_2021,22_08_2021,4.64,2.48,7.43
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Pulses,DQQ4,Percentage,2021,15_07_2021,22_08_2021,31.48,27.25,35.86
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Pulses,DQQ4,Percentage,2021,15_07_2021,22_08_2021,26.7,19.01,35.18
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Pulses,DQQ4,Percentage,2021,15_07_2021,22_08_2021,32.27,21.71,43.84
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Pulses,DQQ4,Percentage,2021,15_07_2021,22_08_2021,31.1,22.21,40.75
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Pulses,DQQ4,Percentage,2021,15_07_2021,22_08_2021,34.16,26.72,42.02
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Pulses,DQQ4,Percentage,2021,15_07_2021,22_08_2021,33.09,25.27,41.41
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Salty or fried snacks,NA,Percentage,2021,15_07_2021,22_08_2021,45.05,39.18,50.99
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Salty or fried snacks,NA,Percentage,2021,15_07_2021,22_08_2021,46.01,33.68,58.6
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Salty or fried snacks,NA,Percentage,2021,15_07_2021,22_08_2021,42.54,32.86,52.52
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Salty or fried snacks,NA,Percentage,2021,15_07_2021,22_08_2021,42.74,33.03,52.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Salty or fried snacks,NA,Percentage,2021,15_07_2021,22_08_2021,50.48,40.71,60.22
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Salty or fried snacks,NA,Percentage,2021,15_07_2021,22_08_2021,43.58,36.09,51.23
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,15_07_2021,22_08_2021,27.15,22.76,31.77
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,15_07_2021,22_08_2021,23.95,14.8,34.5
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,15_07_2021,22_08_2021,27.47,19.75,35.94
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,15_07_2021,22_08_2021,21.88,13.86,31.15
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,15_07_2021,22_08_2021,32.36,22.95,42.55
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,15_07_2021,22_08_2021,30,23,37.5
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Sweet beverages,NA,Percentage,2021,15_07_2021,22_08_2021,56.81,51.67,61.88
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Sweet beverages,NA,Percentage,2021,15_07_2021,22_08_2021,52.25,40.98,63.4
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Sweet beverages,NA,Percentage,2021,15_07_2021,22_08_2021,52.91,40.26,65.37
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Sweet beverages,NA,Percentage,2021,15_07_2021,22_08_2021,57.44,47.09,67.48
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Sweet beverages,NA,Percentage,2021,15_07_2021,22_08_2021,61.67,52.24,70.66
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Sweet beverages,NA,Percentage,2021,15_07_2021,22_08_2021,59.82,50.08,69.18
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Soft drink consumption,DQQ28,Percentage,2021,15_07_2021,22_08_2021,31.88,27.2,36.76
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Soft drink consumption,DQQ28,Percentage,2021,15_07_2021,22_08_2021,30.3,20.42,41.21
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Soft drink consumption,DQQ28,Percentage,2021,15_07_2021,22_08_2021,27.58,18.51,37.69
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Soft drink consumption,DQQ28,Percentage,2021,15_07_2021,22_08_2021,33.42,24.06,43.5
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Soft drink consumption,DQQ28,Percentage,2021,15_07_2021,22_08_2021,31.47,24.06,39.39
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Soft drink consumption,DQQ28,Percentage,2021,15_07_2021,22_08_2021,36.58,27.91,45.71
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Sweet foods,NA,Percentage,2021,15_07_2021,22_08_2021,30.82,25.89,35.98
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Sweet foods,NA,Percentage,2021,15_07_2021,22_08_2021,42.28,31.19,53.79
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Sweet foods,NA,Percentage,2021,15_07_2021,22_08_2021,26.7,18,36.43
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Sweet foods,NA,Percentage,2021,15_07_2021,22_08_2021,23.25,15.88,31.55
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Sweet foods,NA,Percentage,2021,15_07_2021,22_08_2021,30.67,22.09,39.98
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Sweet foods,NA,Percentage,2021,15_07_2021,22_08_2021,31.37,22.05,41.51
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,15_07_2021,22_08_2021,36.35,31.37,41.49
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,15_07_2021,22_08_2021,33.93,23.69,45.01
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,15_07_2021,22_08_2021,32.57,20.77,45.62
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,15_07_2021,22_08_2021,32.35,23.02,42.45
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,15_07_2021,22_08_2021,44.27,34.99,53.76
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,15_07_2021,22_08_2021,38.71,30.64,47.1
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Unprocessed red meat,NA,Percentage,2021,15_07_2021,22_08_2021,53.5,48.54,58.43
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Unprocessed red meat,NA,Percentage,2021,15_07_2021,22_08_2021,53.73,44.19,63.13
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Unprocessed red meat,NA,Percentage,2021,15_07_2021,22_08_2021,42.55,32.24,53.19
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Unprocessed red meat,NA,Percentage,2021,15_07_2021,22_08_2021,51.35,41.22,61.43
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Unprocessed red meat,NA,Percentage,2021,15_07_2021,22_08_2021,59.29,49.86,68.39
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Unprocessed red meat,NA,Percentage,2021,15_07_2021,22_08_2021,60.59,52.51,68.38
