World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI,Difference,Diff_LCI,Diff_UCI,Diff_p
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Pulses,DQQ4,Percentage,2021,11_11_2021,28_12_2021,75.52,69.11,81.41,3.12,3.12,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Pulses,DQQ4,Percentage,2021,11_11_2021,28_12_2021,80.06,71.26,87.59,3.91,NA,NA,0.44
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Pulses,DQQ4,Percentage,2021,11_11_2021,28_12_2021,76.15,71.04,80.9,3.91,NA,NA,0.44
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Salty or fried snacks,NA,Percentage,2021,11_11_2021,28_12_2021,32.15,27.71,36.77,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Salty or fried snacks,NA,Percentage,2021,11_11_2021,28_12_2021,36.14,29.68,42.87,7.68,NA,NA,0.1
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Salty or fried snacks,NA,Percentage,2021,11_11_2021,28_12_2021,28.46,22.52,34.8,7.68,7.68,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Salty or fried snacks,NA,Percentage,2021,11_11_2021,28_12_2021,31.88,23.41,41.01,-0.44,NA,NA,0.93
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Salty or fried snacks,NA,Percentage,2021,11_11_2021,28_12_2021,32.33,27.15,37.73,-0.44,NA,NA,0.93
Lower middle,Asia Pacific,Sri Lanka,LKA,All,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,11_11_2021,28_12_2021,12.62,9.68,15.89,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,11_11_2021,28_12_2021,13.33,9.21,18.08,1.36,NA,NA,0.67
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,11_11_2021,28_12_2021,11.97,7.96,16.66,1.36,1.36,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,11_11_2021,28_12_2021,15.4,9.19,22.86,3.72,NA,NA,0.31
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,11_11_2021,28_12_2021,11.68,8.47,15.33,3.72,NA,NA,0.31
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Sweet beverages,NA,Percentage,2021,11_11_2021,28_12_2021,75.77,71.51,79.79,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Sweet beverages,NA,Percentage,2021,11_11_2021,28_12_2021,75.41,69.46,80.91,-0.7,NA,NA,0.87
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Sweet beverages,NA,Percentage,2021,11_11_2021,28_12_2021,76.11,69.87,81.82,-0.7,-0.7,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Sweet beverages,NA,Percentage,2021,11_11_2021,28_12_2021,77.11,69.17,84.18,1.87,NA,NA,0.69
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Sweet beverages,NA,Percentage,2021,11_11_2021,28_12_2021,75.24,70.13,80.02,1.87,NA,NA,0.69
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Soft drink consumption,DQQ28,Percentage,2021,11_11_2021,28_12_2021,6.74,4.98,8.75,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Soft drink consumption,DQQ28,Percentage,2021,11_11_2021,28_12_2021,8.55,5.77,11.8,3.48,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Soft drink consumption,DQQ28,Percentage,2021,11_11_2021,28_12_2021,5.07,3,7.65,3.48,3.48,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Soft drink consumption,DQQ28,Percentage,2021,11_11_2021,28_12_2021,8.19,4.63,12.64,1.93,NA,NA,0.38
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Soft drink consumption,DQQ28,Percentage,2021,11_11_2021,28_12_2021,6.25,4.28,8.57,1.93,NA,NA,0.38
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Sweet foods,NA,Percentage,2021,11_11_2021,28_12_2021,64.33,59.43,69.08,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Sweet foods,NA,Percentage,2021,11_11_2021,28_12_2021,60.26,53.3,67.02,-7.85,NA,NA,0.11
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Sweet foods,NA,Percentage,2021,11_11_2021,28_12_2021,68.11,61.19,74.64,-7.85,-7.85,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Sweet foods,NA,Percentage,2021,11_11_2021,28_12_2021,75.25,67.78,82.03,14.58,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Sweet foods,NA,Percentage,2021,11_11_2021,28_12_2021,60.67,54.77,66.41,14.58,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,All,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,11_11_2021,28_12_2021,71.29,66.83,75.56,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,11_11_2021,28_12_2021,70.73,64.43,76.65,-1.09,NA,NA,0.81
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,11_11_2021,28_12_2021,71.81,65.37,77.84,-1.09,-1.09,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,11_11_2021,28_12_2021,67.21,58.19,75.62,-5.45,NA,NA,0.28
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,11_11_2021,28_12_2021,72.65,67.46,77.55,-5.45,NA,NA,0.28
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Unprocessed red meat,NA,Percentage,2021,11_11_2021,28_12_2021,4.77,3.11,6.77,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Unprocessed red meat,NA,Percentage,2021,11_11_2021,28_12_2021,5.81,3.69,8.37,1.99,NA,NA,0.32
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Unprocessed red meat,NA,Percentage,2021,11_11_2021,28_12_2021,3.81,1.51,7.12,1.99,1.99,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Unprocessed red meat,NA,Percentage,2021,11_11_2021,28_12_2021,4.77,1.37,10.06,-0.02,NA,NA,0.99
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Unprocessed red meat,NA,Percentage,2021,11_11_2021,28_12_2021,4.79,3.03,6.93,-0.02,NA,NA,0.99
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,11_11_2021,28_12_2021,1.94,0.95,3.27,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,11_11_2021,28_12_2021,2.41,1.15,4.11,0.89,NA,NA,0.49
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,11_11_2021,28_12_2021,1.51,0.26,3.79,0.89,0.89,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,11_11_2021,28_12_2021,1.09,0.27,2.46,-1.16,NA,NA,0.23
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,11_11_2021,28_12_2021,2.25,0.98,4.01,-1.16,NA,NA,0.23
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,11_11_2021,28_12_2021,2.94,1.66,4.57,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,11_11_2021,28_12_2021,3.63,2.01,5.71,1.33,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,11_11_2021,28_12_2021,2.3,0.61,5.06,1.33,1.33,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,11_11_2021,28_12_2021,3.68,0.64,9.09,0.99,NA,NA,0.62
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,11_11_2021,28_12_2021,2.69,1.55,4.12,0.99,NA,NA,0.62
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Vitamin A-rich fruits,DQQ8,Percentage,2021,11_11_2021,28_12_2021,43.81,39.04,48.64,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Vitamin A-rich fruits,DQQ8,Percentage,2021,11_11_2021,28_12_2021,43.86,37.19,50.64,0.09,NA,NA,0.99
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Vitamin A-rich fruits,DQQ8,Percentage,2021,11_11_2021,28_12_2021,43.77,37.1,50.55,0.09,0.09,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Vitamin A-rich fruits,DQQ8,Percentage,2021,11_11_2021,28_12_2021,40.52,31.59,49.78,-4.55,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Vitamin A-rich fruits,DQQ8,Percentage,2021,11_11_2021,28_12_2021,45.07,39.45,50.75,-4.55,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,11_11_2021,28_12_2021,39.65,34.98,44.42,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,11_11_2021,28_12_2021,40.74,34.22,47.42,2.09,NA,NA,0.66
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,11_11_2021,28_12_2021,38.65,32.01,45.5,2.09,2.09,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,11_11_2021,28_12_2021,44.15,35.05,53.45,5.98,NA,NA,0.27
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,11_11_2021,28_12_2021,38.17,32.73,43.77,5.98,NA,NA,0.27
Lower middle,Asia Pacific,Sri Lanka,LKA,All,White roots or tubers,DQQ3,Percentage,2021,11_11_2021,28_12_2021,54.15,49.27,58.99,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,White roots or tubers,DQQ3,Percentage,2021,11_11_2021,28_12_2021,56.99,50.21,63.65,5.47,NA,NA,0.27
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,White roots or tubers,DQQ3,Percentage,2021,11_11_2021,28_12_2021,51.52,44.56,58.45,5.47,5.47,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,White roots or tubers,DQQ3,Percentage,2021,11_11_2021,28_12_2021,54.79,45.4,64.02,0.73,NA,NA,0.9
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,White roots or tubers,DQQ3,Percentage,2021,11_11_2021,28_12_2021,54.06,48.33,59.73,0.73,NA,NA,0.9
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Whole grains,DQQ2,Percentage,2021,11_11_2021,28_12_2021,45.17,40.41,49.98,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Whole grains,DQQ2,Percentage,2021,11_11_2021,28_12_2021,45.68,38.98,52.46,0.98,NA,NA,0.84
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Whole grains,DQQ2,Percentage,2021,11_11_2021,28_12_2021,44.7,37.97,51.53,0.98,0.98,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Whole grains,DQQ2,Percentage,2021,11_11_2021,28_12_2021,46.86,37.66,56.17,2.17,NA,NA,0.69
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Whole grains,DQQ2,Percentage,2021,11_11_2021,28_12_2021,44.69,39.13,50.32,2.17,NA,NA,0.69
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Yogurt,DQQ15,Percentage,2021,11_11_2021,28_12_2021,19.45,15.92,23.24,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Yogurt,DQQ15,Percentage,2021,11_11_2021,28_12_2021,19.78,14.77,25.33,0.64,NA,NA,0.86
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Yogurt,DQQ15,Percentage,2021,11_11_2021,28_12_2021,19.14,14.32,24.48,0.64,0.64,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Yogurt,DQQ15,Percentage,2021,11_11_2021,28_12_2021,25.38,17.67,33.97,7.97,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Yogurt,DQQ15,Percentage,2021,11_11_2021,28_12_2021,17.42,13.61,21.59,7.97,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Zero vegetable or fruit consumption,NA,Percentage,2021,11_11_2021,28_12_2021,5.83,3.49,8.72,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Zero vegetable or fruit consumption,NA,Percentage,2021,11_11_2021,28_12_2021,4.91,2.24,8.56,-1.76,NA,NA,0.5
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Zero vegetable or fruit consumption,NA,Percentage,2021,11_11_2021,28_12_2021,6.68,3.18,11.35,-1.76,-1.76,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Zero vegetable or fruit consumption,NA,Percentage,2021,11_11_2021,28_12_2021,4.67,1.02,10.79,-1.33,NA,NA,0.67
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Zero vegetable or fruit consumption,NA,Percentage,2021,11_11_2021,28_12_2021,6.01,3.31,9.44,-1.33,NA,NA,0.67
Low,Sub-Saharan Africa,Mozambique,MOZ,All,All-5,NA,Percentage,2021,26_10_2021,21_12_2021,30.69,25.71,35.9,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,All-5,NA,Percentage,2021,26_10_2021,21_12_2021,33.97,27.43,40.83,6.37,NA,NA,0.11
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,All-5,NA,Percentage,2021,26_10_2021,21_12_2021,27.6,21.65,33.98,6.37,6.37,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,All-5,NA,Percentage,2021,26_10_2021,21_12_2021,29.25,20.97,38.28,-2.2,NA,NA,0.69
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,All-5,NA,Percentage,2021,26_10_2021,21_12_2021,31.44,25.13,38.11,-2.2,NA,NA,0.69
Low,Sub-Saharan Africa,Mozambique,MOZ,All,At least one vegetable,NA,Percentage,2021,26_10_2021,21_12_2021,74.82,69.45,79.83,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,At least one vegetable,NA,Percentage,2021,26_10_2021,21_12_2021,72.93,64.83,80.33,-3.65,NA,NA,0.37
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,At least one vegetable,NA,Percentage,2021,26_10_2021,21_12_2021,76.58,71.1,81.65,-3.65,-3.65,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,At least one vegetable,NA,Percentage,2021,26_10_2021,21_12_2021,79.16,72.52,85.1,6.59,NA,NA,0.17
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,At least one vegetable,NA,Percentage,2021,26_10_2021,21_12_2021,72.57,65.05,79.5,6.59,NA,NA,0.17
Low,Sub-Saharan Africa,Mozambique,MOZ,All,At least one fruit,NA,Percentage,2021,26_10_2021,21_12_2021,71.44,66.5,76.14,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,At least one fruit,NA,Percentage,2021,26_10_2021,21_12_2021,76.43,69.63,82.61,9.63,NA,NA,0.02
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,At least one fruit,NA,Percentage,2021,26_10_2021,21_12_2021,66.8,60.37,72.93,9.63,9.63,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,At least one fruit,NA,Percentage,2021,26_10_2021,21_12_2021,73.51,65.18,81.07,3.14,NA,NA,0.53
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,At least one fruit,NA,Percentage,2021,26_10_2021,21_12_2021,70.37,64.11,76.27,3.14,NA,NA,0.53
Low,Sub-Saharan Africa,Mozambique,MOZ,All,"At least one pulse, nut, or seed",NA,Percentage,2021,26_10_2021,21_12_2021,62.38,57.49,67.16,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,"At least one pulse, nut, or seed",NA,Percentage,2021,26_10_2021,21_12_2021,63.57,57.04,69.86,2.29,NA,NA,0.6
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,"At least one pulse, nut, or seed",NA,Percentage,2021,26_10_2021,21_12_2021,61.28,54.62,67.74,2.29,2.29,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,"At least one pulse, nut, or seed",NA,Percentage,2021,26_10_2021,21_12_2021,56.24,48.53,63.79,-9.33,NA,NA,0.07
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,"At least one pulse, nut, or seed",NA,Percentage,2021,26_10_2021,21_12_2021,65.56,59.23,71.63,-9.33,NA,NA,0.07
Low,Sub-Saharan Africa,Mozambique,MOZ,All,At least one animal-source food,NA,Percentage,2021,26_10_2021,21_12_2021,62.35,57.28,67.28,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,At least one animal-source food,NA,Percentage,2021,26_10_2021,21_12_2021,66.99,59.98,73.63,9,NA,NA,0.05
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,At least one animal-source food,NA,Percentage,2021,26_10_2021,21_12_2021,57.98,51.21,64.61,9,9,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,At least one animal-source food,NA,Percentage,2021,26_10_2021,21_12_2021,61.94,55.44,68.24,-0.61,NA,NA,0.91
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,At least one animal-source food,NA,Percentage,2021,26_10_2021,21_12_2021,62.55,55.6,69.26,-0.61,NA,NA,0.91
Low,Sub-Saharan Africa,Mozambique,MOZ,All,At least one starchy staple food,NA,Percentage,2021,26_10_2021,21_12_2021,91.18,87.67,94.15,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,At least one starchy staple food,NA,Percentage,2021,26_10_2021,21_12_2021,93.11,89.42,96.05,3.72,NA,NA,0.14
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,At least one starchy staple food,NA,Percentage,2021,26_10_2021,21_12_2021,89.38,84.16,93.67,3.72,3.72,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,At least one starchy staple food,NA,Percentage,2021,26_10_2021,21_12_2021,91.34,83.8,96.68,0.24,NA,NA,0.95
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,At least one starchy staple food,NA,Percentage,2021,26_10_2021,21_12_2021,91.09,86.91,94.54,0.24,NA,NA,0.95
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Baked or grain-based sweets,DQQ11,Percentage,2021,26_10_2021,21_12_2021,31.73,27.19,36.45,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Baked or grain-based sweets,DQQ11,Percentage,2021,26_10_2021,21_12_2021,33.65,27.47,40.12,3.69,NA,NA,0.34
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Baked or grain-based sweets,DQQ11,Percentage,2021,26_10_2021,21_12_2021,29.95,24.37,35.86,3.69,3.69,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Baked or grain-based sweets,DQQ11,Percentage,2021,26_10_2021,21_12_2021,37.36,30.46,44.53,8.54,NA,NA,0.07
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Baked or grain-based sweets,DQQ11,Percentage,2021,26_10_2021,21_12_2021,28.82,23.15,34.84,8.54,NA,NA,0.07
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Cheese,DQQ14,Percentage,2021,26_10_2021,21_12_2021,2.36,1.22,3.85,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Cheese,DQQ14,Percentage,2021,26_10_2021,21_12_2021,2.44,0.88,4.75,0.16,NA,NA,0.91
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Cheese,DQQ14,Percentage,2021,26_10_2021,21_12_2021,2.28,0.82,4.45,0.16,0.16,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Cheese,DQQ14,Percentage,2021,26_10_2021,21_12_2021,2,0.31,5.12,-0.54,NA,NA,0.72
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Cheese,DQQ14,Percentage,2021,26_10_2021,21_12_2021,2.54,1.22,4.32,-0.54,NA,NA,0.72
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Citrus,DQQ9,Percentage,2021,26_10_2021,21_12_2021,8.09,5.51,11.11,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Citrus,DQQ9,Percentage,2021,26_10_2021,21_12_2021,9.34,5.76,13.69,2.42,NA,NA,0.27
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Citrus,DQQ9,Percentage,2021,26_10_2021,21_12_2021,6.92,4.11,10.39,2.42,2.42,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Citrus,DQQ9,Percentage,2021,26_10_2021,21_12_2021,10.98,6.39,16.63,4.39,NA,NA,0.14
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Citrus,DQQ9,Percentage,2021,26_10_2021,21_12_2021,6.59,3.6,10.4,4.39,NA,NA,0.14
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Dairy,NA,Percentage,2021,26_10_2021,21_12_2021,11.58,8.81,14.67,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Dairy,NA,Percentage,2021,26_10_2021,21_12_2021,10.83,7.18,15.13,-1.44,NA,NA,0.63
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Dairy,NA,Percentage,2021,26_10_2021,21_12_2021,12.28,8.26,16.96,-1.44,-1.44,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Dairy,NA,Percentage,2021,26_10_2021,21_12_2021,12.32,7.6,17.99,1.13,NA,NA,0.73
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Dairy,NA,Percentage,2021,26_10_2021,21_12_2021,11.2,7.72,15.22,1.13,NA,NA,0.73
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Dark green leafy vegetables,DQQ6,Percentage,2021,26_10_2021,21_12_2021,48.72,43.28,54.17,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Dark green leafy vegetables,DQQ6,Percentage,2021,26_10_2021,21_12_2021,44.37,37.27,51.58,-8.4,NA,NA,0.06
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Dark green leafy vegetables,DQQ6,Percentage,2021,26_10_2021,21_12_2021,52.76,46.2,59.28,-8.4,-8.4,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Dark green leafy vegetables,DQQ6,Percentage,2021,26_10_2021,21_12_2021,49.25,40.79,57.74,0.82,NA,NA,0.88
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Dark green leafy vegetables,DQQ6,Percentage,2021,26_10_2021,21_12_2021,48.44,41.26,55.65,0.82,NA,NA,0.88
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Deep fried foods,DQQ24,Percentage,2021,26_10_2021,21_12_2021,22.89,18.89,27.15,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Deep fried foods,DQQ24,Percentage,2021,26_10_2021,21_12_2021,25.29,19.94,31.05,4.64,NA,NA,0.18
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Deep fried foods,DQQ24,Percentage,2021,26_10_2021,21_12_2021,20.65,15.64,26.15,4.64,4.64,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Deep fried foods,DQQ24,Percentage,2021,26_10_2021,21_12_2021,32.08,24.67,39.98,13.95,NA,NA,0
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Deep fried foods,DQQ24,Percentage,2021,26_10_2021,21_12_2021,18.13,13.15,23.72,13.95,NA,NA,0
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Eggs,DQQ13,Percentage,2021,26_10_2021,21_12_2021,19.86,15.92,24.12,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Eggs,DQQ13,Percentage,2021,26_10_2021,21_12_2021,22.92,17.29,29.08,5.9,NA,NA,0.08
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Eggs,DQQ13,Percentage,2021,26_10_2021,21_12_2021,17.02,12.68,21.85,5.9,5.9,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Eggs,DQQ13,Percentage,2021,26_10_2021,21_12_2021,22.04,14.8,30.26,3.31,NA,NA,0.47
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Eggs,DQQ13,Percentage,2021,26_10_2021,21_12_2021,18.73,14.07,23.89,3.31,NA,NA,0.47
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Fast food,DQQ29,Percentage,2021,26_10_2021,21_12_2021,1.58,0.71,2.78,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Fast food,DQQ29,Percentage,2021,26_10_2021,21_12_2021,2.56,1.03,4.73,1.9,NA,NA,0
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Fast food,DQQ29,Percentage,2021,26_10_2021,21_12_2021,0.66,0.19,1.4,1.9,1.9,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Urban,Fast food,DQQ29,Percentage,2021,26_10_2021,21_12_2021,2.06,0.67,4.18,0.73,NA,NA,0.5
Low,Sub-Saharan Africa,Mozambique,MOZ,Rural,Fast food,DQQ29,Percentage,2021,26_10_2021,21_12_2021,1.33,0.34,2.95,0.73,NA,NA,0.5
Low,Sub-Saharan Africa,Mozambique,MOZ,All,Fish or seafood,DQQ20,Percentage,2021,26_10_2021,21_12_2021,40.59,35.41,45.89,NA,NA,NA,NA
Low,Sub-Saharan Africa,Mozambique,MOZ,Male,Fish or seafood,DQQ20,Percentage,2021,26_10_2021,21_12_2021,44.68,37.32,52.16,7.89,NA,NA,0.07
Low,Sub-Saharan Africa,Mozambique,MOZ,Female,Fish or seafood,DQQ20,Percentage,2021,26_10_2021,21_12_2021,36.79,30.75,43.04,7.89,7.89,NA,NA
