World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ,Year,Mean_prevalence,Lower_95_CI,Upper_95_CI
Lower middle,SSA,Ghana,GHA,All,Baked or grain-based sweets,DQQ11,2021,24.18,20.39,28.18
Lower middle,SSA,Ghana,GHA,Male,Baked or grain-based sweets,DQQ11,2021,26.49,21.88,31.37
Lower middle,SSA,Ghana,GHA,Female,Baked or grain-based sweets,DQQ11,2021,21.99,17.48,26.85
Lower middle,SSA,Ghana,GHA,Urban,Baked or grain-based sweets,DQQ11,2021,30.88,24.42,37.73
Lower middle,SSA,Ghana,GHA,Rural,Baked or grain-based sweets,DQQ11,2021,20.26,15.78,25.15
Lower middle,SSA,Ghana,GHA,All,Cheese,DQQ14,2021,4.97,3.11,7.24
Lower middle,SSA,Ghana,GHA,Male,Cheese,DQQ14,2021,5.12,2.52,8.56
Lower middle,SSA,Ghana,GHA,Female,Cheese,DQQ14,2021,4.82,2.46,7.92
Lower middle,SSA,Ghana,GHA,Urban,Cheese,DQQ14,2021,4.5,2.55,6.96
Lower middle,SSA,Ghana,GHA,Rural,Cheese,DQQ14,2021,5.24,2.59,8.75
Lower middle,SSA,Ghana,GHA,All,Citrus,DQQ9,2021,22.77,18.96,26.82
Lower middle,SSA,Ghana,GHA,Male,Citrus,DQQ9,2021,22.3,17.21,27.85
Lower middle,SSA,Ghana,GHA,Female,Citrus,DQQ9,2021,23.21,18.61,28.16
Lower middle,SSA,Ghana,GHA,Urban,Citrus,DQQ9,2021,27.16,20.99,33.82
Lower middle,SSA,Ghana,GHA,Rural,Citrus,DQQ9,2021,20.2,15.83,24.97
Lower middle,SSA,Ghana,GHA,All,Dairy,NA,2021,24.98,21.42,28.71
Lower middle,SSA,Ghana,GHA,Male,Dairy,NA,2021,26.54,21.42,32
Lower middle,SSA,Ghana,GHA,Female,Dairy,NA,2021,23.49,19.32,27.94
Lower middle,SSA,Ghana,GHA,Urban,Dairy,NA,2021,36.03,30.68,41.57
Lower middle,SSA,Ghana,GHA,Rural,Dairy,NA,2021,18.51,14.04,23.45
Lower middle,SSA,Ghana,GHA,All,Dark green leafy vegetables,DQQ6,2021,22.6,19.1,26.31
Lower middle,SSA,Ghana,GHA,Male,Dark green leafy vegetables,DQQ6,2021,22.89,17.8,28.43
Lower middle,SSA,Ghana,GHA,Female,Dark green leafy vegetables,DQQ6,2021,22.33,17.76,27.26
Lower middle,SSA,Ghana,GHA,Urban,Dark green leafy vegetables,DQQ6,2021,19.72,14.69,25.28
Lower middle,SSA,Ghana,GHA,Rural,Dark green leafy vegetables,DQQ6,2021,24.29,19.63,29.28
Lower middle,SSA,Ghana,GHA,All,Deep fried foods,DQQ24,2021,25.92,22,30.04
Lower middle,SSA,Ghana,GHA,Male,Deep fried foods,DQQ24,2021,27.79,22.63,33.27
Lower middle,SSA,Ghana,GHA,Female,Deep fried foods,DQQ24,2021,24.15,19.36,29.28
Lower middle,SSA,Ghana,GHA,Urban,Deep fried foods,DQQ24,2021,35.72,28.98,42.76
Lower middle,SSA,Ghana,GHA,Rural,Deep fried foods,DQQ24,2021,20.19,16,24.73
Lower middle,SSA,Ghana,GHA,All,Eggs,DQQ13,2021,37.04,32.35,41.86
Lower middle,SSA,Ghana,GHA,Male,Eggs,DQQ13,2021,39.2,33.14,45.43
Lower middle,SSA,Ghana,GHA,Female,Eggs,DQQ13,2021,34.99,29.82,40.34
Lower middle,SSA,Ghana,GHA,Urban,Eggs,DQQ13,2021,41.45,35.22,47.83
Lower middle,SSA,Ghana,GHA,Rural,Eggs,DQQ13,2021,34.46,28.44,40.74
Lower middle,SSA,Ghana,GHA,All,Fast food,DQQ29,2021,4.39,2.83,6.27
Lower middle,SSA,Ghana,GHA,Male,Fast food,DQQ29,2021,5.54,3.16,8.55
Lower middle,SSA,Ghana,GHA,Female,Fast food,DQQ29,2021,3.3,1.86,5.13
Lower middle,SSA,Ghana,GHA,Urban,Fast food,DQQ29,2021,8.24,5.13,12.01
Lower middle,SSA,Ghana,GHA,Rural,Fast food,DQQ29,2021,2.14,0.92,3.84
Lower middle,SSA,Ghana,GHA,All,Fish or seafood,DQQ20,2021,57.07,51.59,62.45
Lower middle,SSA,Ghana,GHA,Male,Fish or seafood,DQQ20,2021,54.2,47,61.3
Lower middle,SSA,Ghana,GHA,Female,Fish or seafood,DQQ20,2021,59.79,53.42,65.99
Lower middle,SSA,Ghana,GHA,Urban,Fish or seafood,DQQ20,2021,55.63,48.13,63.01
Lower middle,SSA,Ghana,GHA,Rural,Fish or seafood,DQQ20,2021,57.9,50.9,64.74
Lower middle,SSA,Ghana,GHA,All,Foods made from grains,DQQ1,2021,69.5,65.3,73.55
Lower middle,SSA,Ghana,GHA,Male,Foods made from grains,DQQ1,2021,68.14,62.47,73.55
Lower middle,SSA,Ghana,GHA,Female,Foods made from grains,DQQ1,2021,70.79,65.42,75.89
Lower middle,SSA,Ghana,GHA,Urban,Foods made from grains,DQQ1,2021,78.18,72.27,83.56
Lower middle,SSA,Ghana,GHA,Rural,Foods made from grains,DQQ1,2021,64.44,58.95,69.74
Lower middle,SSA,Ghana,GHA,All,Fruit juice and fruit drinks,DQQ27,2021,19.32,15.74,23.16
Lower middle,SSA,Ghana,GHA,Male,Fruit juice and fruit drinks,DQQ27,2021,19.58,14.58,25.13
Lower middle,SSA,Ghana,GHA,Female,Fruit juice and fruit drinks,DQQ27,2021,19.07,14.81,23.72
Lower middle,SSA,Ghana,GHA,Urban,Fruit juice and fruit drinks,DQQ27,2021,27.23,20.93,34.02
Lower middle,SSA,Ghana,GHA,Rural,Fruit juice and fruit drinks,DQQ27,2021,14.69,10.75,19.13
Lower middle,SSA,Ghana,GHA,All,Instant noodles,DQQ23,2021,11.05,8.71,13.64
Lower middle,SSA,Ghana,GHA,Male,Instant noodles,DQQ23,2021,12.61,9.04,16.68
Lower middle,SSA,Ghana,GHA,Female,Instant noodles,DQQ23,2021,9.58,6.9,12.64
Lower middle,SSA,Ghana,GHA,Urban,Instant noodles,DQQ23,2021,17.38,12.9,22.37
Lower middle,SSA,Ghana,GHA,Rural,Instant noodles,DQQ23,2021,7.36,4.73,10.51
Lower middle,SSA,Ghana,GHA,All,MDD-W,NA,2021,44.04,38.32,49.84
Lower middle,SSA,Ghana,GHA,Male,MDD-W,NA,2021,0,NA,NA
Lower middle,SSA,Ghana,GHA,Female,MDD-W,NA,2021,44.04,38.32,49.84
Lower middle,SSA,Ghana,GHA,Urban,MDD-W,NA,2021,44.55,35.13,54.16
Lower middle,SSA,Ghana,GHA,Rural,MDD-W,NA,2021,43.69,35.94,51.6
Lower middle,SSA,Ghana,GHA,All,"Meat, poultry, or fish",NA,2021,74.07,69.23,78.64
Lower middle,SSA,Ghana,GHA,Male,"Meat, poultry, or fish",NA,2021,75.55,68.86,81.67
Lower middle,SSA,Ghana,GHA,Female,"Meat, poultry, or fish",NA,2021,72.67,66.96,78.03
Lower middle,SSA,Ghana,GHA,Urban,"Meat, poultry, or fish",NA,2021,78,70.92,84.34
Lower middle,SSA,Ghana,GHA,Rural,"Meat, poultry, or fish",NA,2021,71.78,65.7,77.48
Lower middle,SSA,Ghana,GHA,All,Milk,DQQ25,2021,16.94,13.87,20.24
Lower middle,SSA,Ghana,GHA,Male,Milk,DQQ25,2021,16.86,12.67,21.52
Lower middle,SSA,Ghana,GHA,Female,Milk,DQQ25,2021,17.01,13.18,21.21
Lower middle,SSA,Ghana,GHA,Urban,Milk,DQQ25,2021,25.4,19.79,31.44
Lower middle,SSA,Ghana,GHA,Rural,Milk,DQQ25,2021,11.99,8.44,16.06
Lower middle,SSA,Ghana,GHA,All,Nuts or seeds,DQQ21,2021,33.14,28.37,38.09
Lower middle,SSA,Ghana,GHA,Male,Nuts or seeds,DQQ21,2021,36.59,30.72,42.67
Lower middle,SSA,Ghana,GHA,Female,Nuts or seeds,DQQ21,2021,29.86,23.89,36.2
Lower middle,SSA,Ghana,GHA,Urban,Nuts or seeds,DQQ21,2021,28.88,22.74,35.44
Lower middle,SSA,Ghana,GHA,Rural,Nuts or seeds,DQQ21,2021,35.63,29.24,42.28
Lower middle,SSA,Ghana,GHA,All,Other fruits,DQQ10,2021,30.6,26.49,34.86
Lower middle,SSA,Ghana,GHA,Male,Other fruits,DQQ10,2021,33.09,27.9,38.5
Lower middle,SSA,Ghana,GHA,Female,Other fruits,DQQ10,2021,28.23,23.07,33.7
Lower middle,SSA,Ghana,GHA,Urban,Other fruits,DQQ10,2021,42.44,35.4,49.63
Lower middle,SSA,Ghana,GHA,Rural,Other fruits,DQQ10,2021,23.68,18.68,29.06
Lower middle,SSA,Ghana,GHA,All,Other sweets,DQQ12,2021,19.29,16.04,22.76
Lower middle,SSA,Ghana,GHA,Male,Other sweets,DQQ12,2021,21.4,16.56,26.68
Lower middle,SSA,Ghana,GHA,Female,Other sweets,DQQ12,2021,17.29,13.31,21.67
Lower middle,SSA,Ghana,GHA,Urban,Other sweets,DQQ12,2021,27.28,21.45,33.53
Lower middle,SSA,Ghana,GHA,Rural,Other sweets,DQQ12,2021,14.61,10.88,18.79
Lower middle,SSA,Ghana,GHA,All,Other vegetables,DQQ7,2021,81.57,77.39,85.42
Lower middle,SSA,Ghana,GHA,Male,Other vegetables,DQQ7,2021,80.54,75.01,85.52
Lower middle,SSA,Ghana,GHA,Female,Other vegetables,DQQ7,2021,82.55,77.83,86.82
Lower middle,SSA,Ghana,GHA,Urban,Other vegetables,DQQ7,2021,81.03,74.6,86.71
Lower middle,SSA,Ghana,GHA,Rural,Other vegetables,DQQ7,2021,81.89,76.56,86.67
Lower middle,SSA,Ghana,GHA,All,Packaged ultra-processed salty snacks,DQQ22,2021,4.87,3.14,6.96
Lower middle,SSA,Ghana,GHA,Male,Packaged ultra-processed salty snacks,DQQ22,2021,6.12,3.69,9.11
Lower middle,SSA,Ghana,GHA,Female,Packaged ultra-processed salty snacks,DQQ22,2021,3.69,2.02,5.85
Lower middle,SSA,Ghana,GHA,Urban,Packaged ultra-processed salty snacks,DQQ22,2021,7.13,4.58,10.19
Lower middle,SSA,Ghana,GHA,Rural,Packaged ultra-processed salty snacks,DQQ22,2021,3.55,1.35,6.76
Lower middle,SSA,Ghana,GHA,All,Poultry,DQQ19,2021,18.05,14.74,21.61
Lower middle,SSA,Ghana,GHA,Male,Poultry,DQQ19,2021,17.99,14.33,21.96
Lower middle,SSA,Ghana,GHA,Female,Poultry,DQQ19,2021,18.1,13.53,23.17
Lower middle,SSA,Ghana,GHA,Urban,Poultry,DQQ19,2021,20.54,14.8,26.96
Lower middle,SSA,Ghana,GHA,Rural,Poultry,DQQ19,2021,16.59,12.54,21.07
Lower middle,SSA,Ghana,GHA,All,Processed meats,DQQ16,2021,5.98,4.11,8.18
Lower middle,SSA,Ghana,GHA,Male,Processed meats,DQQ16,2021,6.63,4.18,9.59
Lower middle,SSA,Ghana,GHA,Female,Processed meats,DQQ16,2021,5.37,3.31,7.89
Lower middle,SSA,Ghana,GHA,Urban,Processed meats,DQQ16,2021,10.21,6.85,14.17
Lower middle,SSA,Ghana,GHA,Rural,Processed meats,DQQ16,2021,3.51,1.55,6.22
Lower middle,SSA,Ghana,GHA,All,Pulses,DQQ4,2021,17.15,14.3,20.2
Lower middle,SSA,Ghana,GHA,Male,Pulses,DQQ4,2021,19.95,15.86,24.38
Lower middle,SSA,Ghana,GHA,Female,Pulses,DQQ4,2021,14.49,11.16,18.18
Lower middle,SSA,Ghana,GHA,Urban,Pulses,DQQ4,2021,17.69,13.58,22.21
Lower middle,SSA,Ghana,GHA,Rural,Pulses,DQQ4,2021,16.84,13.02,21.03
Lower middle,SSA,Ghana,GHA,All,Salty or fried snacks,NA,2021,34.24,29.84,38.78
Lower middle,SSA,Ghana,GHA,Male,Salty or fried snacks,NA,2021,37.62,31.88,43.53
Lower middle,SSA,Ghana,GHA,Female,Salty or fried snacks,NA,2021,31.04,25.69,36.65
Lower middle,SSA,Ghana,GHA,Urban,Salty or fried snacks,NA,2021,46.78,39.71,53.91
Lower middle,SSA,Ghana,GHA,Rural,Salty or fried snacks,NA,2021,26.91,21.56,32.61
Lower middle,SSA,Ghana,GHA,All,"Salty snacks, instant noodles, or fast food",NA,2021,16.78,13.63,20.19
Lower middle,SSA,Ghana,GHA,Male,"Salty snacks, instant noodles, or fast food",NA,2021,19.93,15.5,24.77
Lower middle,SSA,Ghana,GHA,Female,"Salty snacks, instant noodles, or fast food",NA,2021,13.8,10.64,17.29
Lower middle,SSA,Ghana,GHA,Urban,"Salty snacks, instant noodles, or fast food",NA,2021,26.34,21.37,31.62
Lower middle,SSA,Ghana,GHA,Rural,"Salty snacks, instant noodles, or fast food",NA,2021,11.2,7.48,15.56
Lower middle,SSA,Ghana,GHA,All,Sugar-sweetened beverages,NA,2021,46.96,42.15,51.79
Lower middle,SSA,Ghana,GHA,Male,Sugar-sweetened beverages,NA,2021,47.44,40.9,54.02
Lower middle,SSA,Ghana,GHA,Female,Sugar-sweetened beverages,NA,2021,46.5,40.67,52.38
Lower middle,SSA,Ghana,GHA,Urban,Sugar-sweetened beverages,NA,2021,59.84,52.35,67.1
Lower middle,SSA,Ghana,GHA,Rural,Sugar-sweetened beverages,NA,2021,39.43,33.63,45.38
Lower middle,SSA,Ghana,GHA,All,Sugar-sweetened soft drink consumption,DQQ28,2021,17.69,14.45,21.18
Lower middle,SSA,Ghana,GHA,Male,Sugar-sweetened soft drink consumption,DQQ28,2021,19.76,15.74,24.12
Lower middle,SSA,Ghana,GHA,Female,Sugar-sweetened soft drink consumption,DQQ28,2021,15.72,11.57,20.38
Lower middle,SSA,Ghana,GHA,Urban,Sugar-sweetened soft drink consumption,DQQ28,2021,21.81,17.57,26.36
Lower middle,SSA,Ghana,GHA,Rural,Sugar-sweetened soft drink consumption,DQQ28,2021,15.28,10.85,20.31
Lower middle,SSA,Ghana,GHA,All,Sweet foods,NA,2021,34.87,30.09,39.8
Lower middle,SSA,Ghana,GHA,Male,Sweet foods,NA,2021,38.61,32.41,45.01
Lower middle,SSA,Ghana,GHA,Female,Sweet foods,NA,2021,31.31,26.05,36.83
Lower middle,SSA,Ghana,GHA,Urban,Sweet foods,NA,2021,45.98,38.53,53.52
Lower middle,SSA,Ghana,GHA,Rural,Sweet foods,NA,2021,28.37,22.79,34.31
Lower middle,SSA,Ghana,GHA,All,"Sweet tea, coffee, or cocoa",DQQ26,2021,27,23.25,30.93
Lower middle,SSA,Ghana,GHA,Male,"Sweet tea, coffee, or cocoa",DQQ26,2021,25.61,21.27,30.21
Lower middle,SSA,Ghana,GHA,Female,"Sweet tea, coffee, or cocoa",DQQ26,2021,28.32,23.02,33.93
Lower middle,SSA,Ghana,GHA,Urban,"Sweet tea, coffee, or cocoa",DQQ26,2021,34.86,28.08,41.97
Lower middle,SSA,Ghana,GHA,Rural,"Sweet tea, coffee, or cocoa",DQQ26,2021,22.4,18.15,26.97
Lower middle,SSA,Ghana,GHA,All,Unprocessed red meat,NA,2021,26.93,22.75,31.33
Lower middle,SSA,Ghana,GHA,Male,Unprocessed red meat,NA,2021,30.56,24.7,36.76
Lower middle,SSA,Ghana,GHA,Female,Unprocessed red meat,NA,2021,23.49,18.98,28.33
Lower middle,SSA,Ghana,GHA,Urban,Unprocessed red meat,NA,2021,34.62,28.21,41.33
Lower middle,SSA,Ghana,GHA,Rural,Unprocessed red meat,NA,2021,22.44,17.53,27.76
Lower middle,SSA,Ghana,GHA,All,Unprocessed red meat (non-ruminants),DQQ18,2021,4.93,3.48,6.62
Lower middle,SSA,Ghana,GHA,Male,Unprocessed red meat (non-ruminants),DQQ18,2021,6.24,3.9,9.07
Lower middle,SSA,Ghana,GHA,Female,Unprocessed red meat (non-ruminants),DQQ18,2021,3.7,2.11,5.71
Lower middle,SSA,Ghana,GHA,Urban,Unprocessed red meat (non-ruminants),DQQ18,2021,6.57,3.76,10.1
Lower middle,SSA,Ghana,GHA,Rural,Unprocessed red meat (non-ruminants),DQQ18,2021,3.98,2.25,6.17
Lower middle,SSA,Ghana,GHA,All,Unprocessed red meat (ruminants),DQQ17,2021,23.28,19.41,27.4
Lower middle,SSA,Ghana,GHA,Male,Unprocessed red meat (ruminants),DQQ17,2021,25.84,20.6,31.44
Lower middle,SSA,Ghana,GHA,Female,Unprocessed red meat (ruminants),DQQ17,2021,20.86,16.47,25.63
Lower middle,SSA,Ghana,GHA,Urban,Unprocessed red meat (ruminants),DQQ17,2021,30.36,24.61,36.43
Lower middle,SSA,Ghana,GHA,Rural,Unprocessed red meat (ruminants),DQQ17,2021,19.15,14.65,24.09
Lower middle,SSA,Ghana,GHA,All,Vitamin A-rich fruits,DQQ8,2021,9.62,7.23,12.32
Lower middle,SSA,Ghana,GHA,Male,Vitamin A-rich fruits,DQQ8,2021,10.56,7.31,14.33
Lower middle,SSA,Ghana,GHA,Female,Vitamin A-rich fruits,DQQ8,2021,8.74,5.54,12.59
Lower middle,SSA,Ghana,GHA,Urban,Vitamin A-rich fruits,DQQ8,2021,13.49,8.66,19.19
Lower middle,SSA,Ghana,GHA,Rural,Vitamin A-rich fruits,DQQ8,2021,7.37,4.99,10.16
Lower middle,SSA,Ghana,GHA,All,Vitamin A-rich orange vegetables,DQQ5,2021,9.91,7.58,12.51
Lower middle,SSA,Ghana,GHA,Male,Vitamin A-rich orange vegetables,DQQ5,2021,10.84,7.45,14.76
Lower middle,SSA,Ghana,GHA,Female,Vitamin A-rich orange vegetables,DQQ5,2021,9.03,6.05,12.54
Lower middle,SSA,Ghana,GHA,Urban,Vitamin A-rich orange vegetables,DQQ5,2021,16.01,11.24,21.43
Lower middle,SSA,Ghana,GHA,Rural,Vitamin A-rich orange vegetables,DQQ5,2021,6.34,4.01,9.16
Lower middle,SSA,Ghana,GHA,All,White roots or tubers,DQQ3,2021,48.21,43.85,52.59
Lower middle,SSA,Ghana,GHA,Male,White roots or tubers,DQQ3,2021,47.9,42.09,53.74
Lower middle,SSA,Ghana,GHA,Female,White roots or tubers,DQQ3,2021,48.51,43.46,53.57
Lower middle,SSA,Ghana,GHA,Urban,White roots or tubers,DQQ3,2021,39.08,33.28,45.03
Lower middle,SSA,Ghana,GHA,Rural,White roots or tubers,DQQ3,2021,53.54,47.88,59.16
Lower middle,SSA,Ghana,GHA,All,Whole grains,DQQ2,2021,67.34,62.69,71.82
Lower middle,SSA,Ghana,GHA,Male,Whole grains,DQQ2,2021,68.41,62.91,73.66
Lower middle,SSA,Ghana,GHA,Female,Whole grains,DQQ2,2021,66.32,60.56,71.84
Lower middle,SSA,Ghana,GHA,Urban,Whole grains,DQQ2,2021,60.91,53.3,68.26
Lower middle,SSA,Ghana,GHA,Rural,Whole grains,DQQ2,2021,71.09,65.08,76.74
Lower middle,SSA,Ghana,GHA,All,Yogurt,DQQ15,2021,6.41,4.74,8.31
Lower middle,SSA,Ghana,GHA,Male,Yogurt,DQQ15,2021,7.16,4.92,9.78
Lower middle,SSA,Ghana,GHA,Female,Yogurt,DQQ15,2021,5.7,3.57,8.29
Lower middle,SSA,Ghana,GHA,Urban,Yogurt,DQQ15,2021,11.05,8.04,14.46
Lower middle,SSA,Ghana,GHA,Rural,Yogurt,DQQ15,2021,3.7,2.1,5.72
Lower middle,SSA,Ghana,GHA,All,Zero vegetable or fruit consumption,NA,2021,9.58,7.23,12.22
Lower middle,SSA,Ghana,GHA,Male,Zero vegetable or fruit consumption,NA,2021,8.66,5.66,12.22
Lower middle,SSA,Ghana,GHA,Female,Zero vegetable or fruit consumption,NA,2021,10.45,7.41,13.94
Lower middle,SSA,Ghana,GHA,Urban,Zero vegetable or fruit consumption,NA,2021,8.51,5.12,12.66
Lower middle,SSA,Ghana,GHA,Rural,Zero vegetable or fruit consumption,NA,2021,10.2,7.16,13.71
Low,SSA,Uganda,UGA,All,All-5,NA,2021,32.16,28.01,36.46
Low,SSA,Uganda,UGA,Male,All-5,NA,2021,31.53,25.02,38.41
Low,SSA,Uganda,UGA,Female,All-5,NA,2021,32.73,28.09,37.54
Low,SSA,Uganda,UGA,Urban,All-5,NA,2021,34.34,25.07,44.25
Low,SSA,Uganda,UGA,Rural,All-5,NA,2021,31.84,27.25,36.61
Low,SSA,Uganda,UGA,All,At least one vegetable,NA,2021,82.17,79.03,85.11
Low,SSA,Uganda,UGA,Male,At least one vegetable,NA,2021,80.63,75.54,85.26
Low,SSA,Uganda,UGA,Female,At least one vegetable,NA,2021,83.53,79.82,86.94
Low,SSA,Uganda,UGA,Urban,At least one vegetable,NA,2021,81.22,70.2,90.17
Low,SSA,Uganda,UGA,Rural,At least one vegetable,NA,2021,82.31,78.97,85.43
Low,SSA,Uganda,UGA,All,At least one fruit,NA,2021,65.62,60.67,70.41
Low,SSA,Uganda,UGA,Male,At least one fruit,NA,2021,64.34,57.52,70.88
Low,SSA,Uganda,UGA,Female,At least one fruit,NA,2021,66.76,60.79,72.46
Low,SSA,Uganda,UGA,Urban,At least one fruit,NA,2021,65,53.73,75.49
Low,SSA,Uganda,UGA,Rural,At least one fruit,NA,2021,65.72,60.19,71.04
Low,SSA,Uganda,UGA,All,"At least one pulse, nut, or seed",NA,2021,68.46,64.44,72.35
Low,SSA,Uganda,UGA,Male,"At least one pulse, nut, or seed",NA,2021,71.29,65.53,76.73
Low,SSA,Uganda,UGA,Female,"At least one pulse, nut, or seed",NA,2021,65.96,60.41,71.31
Low,SSA,Uganda,UGA,Urban,"At least one pulse, nut, or seed",NA,2021,60.25,48.53,71.4
Low,SSA,Uganda,UGA,Rural,"At least one pulse, nut, or seed",NA,2021,69.68,65.37,73.83
Low,SSA,Uganda,UGA,All,At least one animal-source food,NA,2021,69.89,65.43,74.17
Low,SSA,Uganda,UGA,Male,At least one animal-source food,NA,2021,70.31,64.34,75.95
Low,SSA,Uganda,UGA,Female,At least one animal-source food,NA,2021,69.52,63.84,74.92
Low,SSA,Uganda,UGA,Urban,At least one animal-source food,NA,2021,83.2,73.61,90.98
Low,SSA,Uganda,UGA,Rural,At least one animal-source food,NA,2021,67.91,63.02,72.62
Low,SSA,Uganda,UGA,All,At least one starchy staple food,NA,2021,92.81,90.23,95.03
Low,SSA,Uganda,UGA,Male,At least one starchy staple food,NA,2021,92.94,88.94,96.09
Low,SSA,Uganda,UGA,Female,At least one starchy staple food,NA,2021,92.7,89,95.69
Low,SSA,Uganda,UGA,Urban,At least one starchy staple food,NA,2021,92.86,86.59,97.27
Low,SSA,Uganda,UGA,Rural,At least one starchy staple food,NA,2021,92.81,89.99,95.19
Low,SSA,Uganda,UGA,All,Baked or grain-based sweets,DQQ11,2021,21.08,17.83,24.53
Low,SSA,Uganda,UGA,Male,Baked or grain-based sweets,DQQ11,2021,22.83,17.87,28.2
Low,SSA,Uganda,UGA,Female,Baked or grain-based sweets,DQQ11,2021,19.54,15.65,23.76
Low,SSA,Uganda,UGA,Urban,Baked or grain-based sweets,DQQ11,2021,23.04,14.13,33.39
Low,SSA,Uganda,UGA,Rural,Baked or grain-based sweets,DQQ11,2021,20.79,17.17,24.65
Low,SSA,Uganda,UGA,All,Cheese,DQQ14,2021,3.27,1.79,5.17
Low,SSA,Uganda,UGA,Male,Cheese,DQQ14,2021,3.51,1.21,6.93
Low,SSA,Uganda,UGA,Female,Cheese,DQQ14,2021,3.06,1.41,5.32
Low,SSA,Uganda,UGA,Urban,Cheese,DQQ14,2021,2.84,0.42,7.32
Low,SSA,Uganda,UGA,Rural,Cheese,DQQ14,2021,3.33,1.7,5.49
Low,SSA,Uganda,UGA,All,Citrus,DQQ9,2021,21.69,17.64,26.03
Low,SSA,Uganda,UGA,Male,Citrus,DQQ9,2021,18.95,13.95,24.51
Low,SSA,Uganda,UGA,Female,Citrus,DQQ9,2021,24.1,19.02,29.58
Low,SSA,Uganda,UGA,Urban,Citrus,DQQ9,2021,17.01,8.88,27.11
Low,SSA,Uganda,UGA,Rural,Citrus,DQQ9,2021,22.38,17.9,27.21
Low,SSA,Uganda,UGA,All,Dairy,NA,2021,32.17,27.67,36.85
Low,SSA,Uganda,UGA,Male,Dairy,NA,2021,33.32,27.19,39.74
Low,SSA,Uganda,UGA,Female,Dairy,NA,2021,31.17,25.58,37.04
Low,SSA,Uganda,UGA,Urban,Dairy,NA,2021,36.56,24.75,49.25
Low,SSA,Uganda,UGA,Rural,Dairy,NA,2021,31.52,26.66,36.59
Low,SSA,Uganda,UGA,All,Dark green leafy vegetables,DQQ6,2021,34.27,29.86,38.81
Low,SSA,Uganda,UGA,Male,Dark green leafy vegetables,DQQ6,2021,33.95,27.73,40.47
Low,SSA,Uganda,UGA,Female,Dark green leafy vegetables,DQQ6,2021,34.54,29.17,40.12
Low,SSA,Uganda,UGA,Urban,Dark green leafy vegetables,DQQ6,2021,24.06,15.32,34.06
Low,SSA,Uganda,UGA,Rural,Dark green leafy vegetables,DQQ6,2021,35.78,30.95,40.76
Low,SSA,Uganda,UGA,All,Deep fried foods,DQQ24,2021,42.1,37.91,46.36
Low,SSA,Uganda,UGA,Male,Deep fried foods,DQQ24,2021,44.21,37.62,50.9
Low,SSA,Uganda,UGA,Female,Deep fried foods,DQQ24,2021,40.25,35.28,45.31
Low,SSA,Uganda,UGA,Urban,Deep fried foods,DQQ24,2021,43.17,30.13,56.71
Low,SSA,Uganda,UGA,Rural,Deep fried foods,DQQ24,2021,41.95,37.5,46.46
Low,SSA,Uganda,UGA,All,Eggs,DQQ13,2021,24.06,20.53,27.79
Low,SSA,Uganda,UGA,Male,Eggs,DQQ13,2021,25.24,20.15,30.7
Low,SSA,Uganda,UGA,Female,Eggs,DQQ13,2021,23.02,18.41,27.98
Low,SSA,Uganda,UGA,Urban,Eggs,DQQ13,2021,34.95,22.91,48.06
Low,SSA,Uganda,UGA,Rural,Eggs,DQQ13,2021,22.45,18.77,26.35
Low,SSA,Uganda,UGA,All,Fast food,DQQ29,2021,2.44,1.46,3.67
Low,SSA,Uganda,UGA,Male,Fast food,DQQ29,2021,2.71,1.38,4.47
Low,SSA,Uganda,UGA,Female,Fast food,DQQ29,2021,2.21,0.97,3.93
Low,SSA,Uganda,UGA,Urban,Fast food,DQQ29,2021,4.28,0.98,9.76
Low,SSA,Uganda,UGA,Rural,Fast food,DQQ29,2021,2.17,1.17,3.47
Low,SSA,Uganda,UGA,All,Fish or seafood,DQQ20,2021,31.99,27.51,36.65
Low,SSA,Uganda,UGA,Male,Fish or seafood,DQQ20,2021,31.08,25.28,37.2
Low,SSA,Uganda,UGA,Female,Fish or seafood,DQQ20,2021,32.8,27.24,38.61
Low,SSA,Uganda,UGA,Urban,Fish or seafood,DQQ20,2021,18.39,11.12,26.99
Low,SSA,Uganda,UGA,Rural,Fish or seafood,DQQ20,2021,34.02,28.98,39.23
Low,SSA,Uganda,UGA,All,Foods made from grains,DQQ1,2021,70.2,65.89,74.33
Low,SSA,Uganda,UGA,Male,Foods made from grains,DQQ1,2021,69.61,63.13,75.71
Low,SSA,Uganda,UGA,Female,Foods made from grains,DQQ1,2021,70.72,65.23,75.92
Low,SSA,Uganda,UGA,Urban,Foods made from grains,DQQ1,2021,82.74,69.53,92.78
Low,SSA,Uganda,UGA,Rural,Foods made from grains,DQQ1,2021,68.33,63.71,72.78
Low,SSA,Uganda,UGA,All,Fruit juice and fruit drinks,DQQ27,2021,21.43,17.9,25.2
Low,SSA,Uganda,UGA,Male,Fruit juice and fruit drinks,DQQ27,2021,20.16,15.21,25.61
Low,SSA,Uganda,UGA,Female,Fruit juice and fruit drinks,DQQ27,2021,22.56,18.13,27.32
Low,SSA,Uganda,UGA,Urban,Fruit juice and fruit drinks,DQQ27,2021,34.5,24.05,45.77
Low,SSA,Uganda,UGA,Rural,Fruit juice and fruit drinks,DQQ27,2021,19.49,15.73,23.56
